Unique Identifier,Memory Address (Hex),Memory Address (Dec),Initial Value,Element Type
"STRINGS_STRING_4_NEO_PIXELS_16_GREEN_LEAD_INTENSITY","0x0CC0",3264,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_16_GREEN_LEAD_CYCLES_ON","0x0CC1",3265,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_16_GREEN_LEAD_CYCLES_OFF","0x0CC2",3266,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_16_GREEN_LEAD_STARTING_CYCLE","0x0CC3",3267,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_16_GREEN_LEAD_EFFECT","0x0CC4",3268,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_16_GREEN_LEAD_GROUP","0x0CC5",3269,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_16_BLUE_LEAD_INTENSITY","0x0CC6",3270,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_16_BLUE_LEAD_CYCLES_ON","0x0CC7",3271,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_16_BLUE_LEAD_CYCLES_OFF","0x0CC8",3272,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_16_BLUE_LEAD_STARTING_CYCLE","0x0CC9",3273,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_16_BLUE_LEAD_EFFECT","0x0CCA",3274,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_16_BLUE_LEAD_GROUP","0x0CCB",3275,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_17_DESCRIPTION","0x0CCC",3276,"""","string"
"STRINGS_STRING_4_NEO_PIXELS_17_RED_LEAD_INTENSITY","0x0CE1",3297,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_17_RED_LEAD_CYCLES_ON","0x0CE2",3298,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_17_RED_LEAD_CYCLES_OFF","0x0CE3",3299,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_17_RED_LEAD_STARTING_CYCLE","0x0CE4",3300,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_17_RED_LEAD_EFFECT","0x0CE5",3301,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_17_RED_LEAD_GROUP","0x0CE6",3302,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_17_GREEN_LEAD_INTENSITY","0x0CE7",3303,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_17_GREEN_LEAD_CYCLES_ON","0x0CE8",3304,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_17_GREEN_LEAD_CYCLES_OFF","0x0CE9",3305,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_17_GREEN_LEAD_STARTING_CYCLE","0x0CEA",3306,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_17_GREEN_LEAD_EFFECT","0x0CEB",3307,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_17_GREEN_LEAD_GROUP","0x0CEC",3308,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_17_BLUE_LEAD_INTENSITY","0x0CED",3309,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_17_BLUE_LEAD_CYCLES_ON","0x0CEE",3310,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_17_BLUE_LEAD_CYCLES_OFF","0x0CEF",3311,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_17_BLUE_LEAD_STARTING_CYCLE","0x0CF0",3312,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_17_BLUE_LEAD_EFFECT","0x0CF1",3313,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_17_BLUE_LEAD_GROUP","0x0CF2",3314,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_18_DESCRIPTION","0x0CF3",3315,"""","string"
"STRINGS_STRING_4_NEO_PIXELS_18_RED_LEAD_INTENSITY","0x0D08",3336,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_18_RED_LEAD_CYCLES_ON","0x0D09",3337,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_18_RED_LEAD_CYCLES_OFF","0x0D0A",3338,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_18_RED_LEAD_STARTING_CYCLE","0x0D0B",3339,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_18_RED_LEAD_EFFECT","0x0D0C",3340,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_18_RED_LEAD_GROUP","0x0D0D",3341,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_18_GREEN_LEAD_INTENSITY","0x0D0E",3342,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_18_GREEN_LEAD_CYCLES_ON","0x0D0F",3343,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_18_GREEN_LEAD_CYCLES_OFF","0x0D10",3344,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_18_GREEN_LEAD_STARTING_CYCLE","0x0D11",3345,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_18_GREEN_LEAD_EFFECT","0x0D12",3346,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_18_GREEN_LEAD_GROUP","0x0D13",3347,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_18_BLUE_LEAD_INTENSITY","0x0D14",3348,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_18_BLUE_LEAD_CYCLES_ON","0x0D15",3349,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_18_BLUE_LEAD_CYCLES_OFF","0x0D16",3350,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_18_BLUE_LEAD_STARTING_CYCLE","0x0D17",3351,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_18_BLUE_LEAD_EFFECT","0x0D18",3352,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_18_BLUE_LEAD_GROUP","0x0D19",3353,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_19_DESCRIPTION","0x0D1A",3354,"""","string"
"STRINGS_STRING_4_NEO_PIXELS_19_RED_LEAD_INTENSITY","0x0D2F",3375,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_19_RED_LEAD_CYCLES_ON","0x0D30",3376,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_19_RED_LEAD_CYCLES_OFF","0x0D31",3377,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_19_RED_LEAD_STARTING_CYCLE","0x0D32",3378,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_19_RED_LEAD_EFFECT","0x0D33",3379,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_19_RED_LEAD_GROUP","0x0D34",3380,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_19_GREEN_LEAD_INTENSITY","0x0D35",3381,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_19_GREEN_LEAD_CYCLES_ON","0x0D36",3382,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_19_GREEN_LEAD_CYCLES_OFF","0x0D37",3383,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_19_GREEN_LEAD_STARTING_CYCLE","0x0D38",3384,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_19_GREEN_LEAD_EFFECT","0x0D39",3385,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_19_GREEN_LEAD_GROUP","0x0D3A",3386,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_19_BLUE_LEAD_INTENSITY","0x0D3B",3387,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_19_BLUE_LEAD_CYCLES_ON","0x0D3C",3388,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_19_BLUE_LEAD_CYCLES_OFF","0x0D3D",3389,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_19_BLUE_LEAD_STARTING_CYCLE","0x0D3E",3390,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_19_BLUE_LEAD_EFFECT","0x0D3F",3391,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_19_BLUE_LEAD_GROUP","0x0D40",3392,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_20_DESCRIPTION","0x0D41",3393,"""","string"
"STRINGS_STRING_4_NEO_PIXELS_20_RED_LEAD_INTENSITY","0x0D56",3414,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_20_RED_LEAD_CYCLES_ON","0x0D57",3415,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_20_RED_LEAD_CYCLES_OFF","0x0D58",3416,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_20_RED_LEAD_STARTING_CYCLE","0x0D59",3417,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_20_RED_LEAD_EFFECT","0x0D5A",3418,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_20_RED_LEAD_GROUP","0x0D5B",3419,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_20_GREEN_LEAD_INTENSITY","0x0D5C",3420,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_20_GREEN_LEAD_CYCLES_ON","0x0D5D",3421,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_20_GREEN_LEAD_CYCLES_OFF","0x0D5E",3422,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_20_GREEN_LEAD_STARTING_CYCLE","0x0D5F",3423,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_20_GREEN_LEAD_EFFECT","0x0D60",3424,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_20_GREEN_LEAD_GROUP","0x0D61",3425,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_20_BLUE_LEAD_INTENSITY","0x0D62",3426,"100","int"
"STRINGS_STRING_4_NEO_PIXELS_20_BLUE_LEAD_CYCLES_ON","0x0D63",3427,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_20_BLUE_LEAD_CYCLES_OFF","0x0D64",3428,"5","int"
"STRINGS_STRING_4_NEO_PIXELS_20_BLUE_LEAD_STARTING_CYCLE","0x0D65",3429,"0","int"
"STRINGS_STRING_4_NEO_PIXELS_20_BLUE_LEAD_EFFECT","0x0D66",3430,"1","int"
"STRINGS_STRING_4_NEO_PIXELS_20_BLUE_LEAD_GROUP","0x0D67",3431,"0","int"
